Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
1,"P Bodurtha, EFG Dickson","Decontamination science and Personal Protective Equipment (PPE) selection for Chemical-Biological-Radiological-Nuclear (CBRN) events",2016,"Alberta: Defence Research and …","researchgate.net","https://www.researchgate.net/profile/Eva_Dickson/publication/289303269_Science-based_CBRN_decontamination_guidance/links/5e2f13f1299bf10a65977be4/Science-based-CBRN-decontamination-guidance.pdf","https://scholar.google.com/scholar?cites=6178528838567151394&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-05-22 20:09:37","PDF","","","",,,,,1,0.25,1,2,4,"Page 1. Decontamination science and Personal Protective Equipment (PPE) selection for Chemical-Biological-Radiological-Nuclear (CBRN) events CRTI Project CSSP-2013-TI-1036 Paul Bodurtha Calian Technologies and …"
4,"JME Pluim, L Jimenez-Bou, RRR Gerretsen…","Aerosol production during autopsies: The risk of sawing in bone",2018,"Forensic science …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0379073818303001","https://scholar.google.com/scholar?cites=6523403310679551285&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-05-22 20:09:37","","","","",,,,,4,2.00,1,4,2,"… Protective breathing gear such as respirators and biosafety protocols are recommended to be put into practice to protect forensic practitioners from … After each test run, the particle counter was purged using the manufacturer's filter to guarantee that residual particles in the particle …"
32,"DR Schmehl, HVV Tomé, AN Mortensen…","Protocol for the in vitro rearing of honey bee (Apis mellifera L.) workers",2016,"Journal of Apicultural …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00218839.2016.1203530","https://scholar.google.com/scholar?cites=7690291733751528211&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-05-22 20:09:37","","","","",,,,,32,8.00,8,4,4,"… to determine the impact of pesticides on immature bees because of the protocol's high control survivability, ease in … 1.10–1.15 g. Mix the diet in the fol- lowing order: (2.3.1) Filter the water … μm membrane syringe (Table 1, item R) (2.3.2) Measure the amount of filtered H2O needed …"
10,"SH Lockie, R Stark, M Mequinion, S Ch'ng…","Glucose availability predicts the feeding response to ghrelin in male mice, an effect dependent on AMPK in AgRP neurons",2018,"…","academic.oup.com","https://academic.oup.com/endo/article-abstract/159/11/3605/5092025","https://scholar.google.com/scholar?cites=658214714603895604&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-05-22 20:09:37","","","","",,,,,10,5.00,2,5,2,"… Close. search filter This issue … during fasting and severe calorie restriction (7), increasing food seeking (8), learning and reward (9), increasing fat storage independent of feeding (5), controlling the stress axis and reducing anxiety (10), and increasing cell survivability in models …"
9,"M Al-Bouwarthan, MM Quinn, D Kriebel…","Assessment of heat stress exposure among construction workers in the hot desert climate of Saudi Arabia",2019,"Annals of work …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/63/5/505/5485430","https://scholar.google.com/scholar?cites=4455532536692425776&as_sdt=2005&sciodt=0,5&hl=en",55,"2020-05-22 20:09:37","","","","",,,,,9,9.00,2,4,1,"… 2019 Oxford University Press. Close. Permissions Icon Permissions. Share. Email; Twitter; Facebook; More. Navbar Search Filter This issue All Annals of Work Exposures and Health All Journals Mobile Microsite Search Term …"
1,"DDT Andrews, TA Franz-Odendaal","Organotypic Culture Method to Study the Development Of Embryonic Chicken Tissues",2018,"JoVE (Journal of Visualized …","jove.com","https://www.jove.com/video/57619/organotypic-culture-method-to-study-development-embryonic-chicken","https://scholar.google.com/scholar?cites=17827659429114896571&as_sdt=2005&sciodt=0,5&hl=en",56,"2020-05-22 20:09:37","HTML","","","",,,,,1,0.50,1,2,2,"… methods to localized sites of application at doses low enough to ensure the survivability of the … NOTE: From this point onwards, wear a protective dust face mask to avoid contaminating the cultures … 1 of the bisected heads to a piece of 2.5 cm x 2.5 cm semi-porous filter paper with …"
3,"SW Jang, M Jung","Detection of harmful content using multilevel verification in visual sensor data",2016,"Wireless Personal Communications","Springer","https://link.springer.com/article/10.1007/s11277-015-2966-1","https://scholar.google.com/scholar?cites=9926635058598778153&as_sdt=2005&sciodt=0,5&hl=en",57,"2020-05-22 20:09:37","","","","",,,,,3,0.75,2,2,4,"… instead of colors and thus has many errors in its candidate breast region extraction and can be sensitive to input images in filtering the candidate … In Proceedings of the IEEE symposium on multi-agent security and survivability, pp … Statistical color model based adult video filter …"
2,"HP Sassi","Evaluation of viral inactivation and survival in three unique environments, through the use of MS2 coliphage as a surrogate",2016,"","repository.arizona.edu","https://repository.arizona.edu/handle/10150/613222","https://scholar.google.com/scholar?cites=16004067285872783682&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-05-22 20:09:37","","","","",,,,,2,0.50,2,1,4,"Page 1. 1 EVALUATION OF VIRAL INACTIVATION AND SURVIVAL IN THREE UNIQUE ENVIRONMENTS, THROUGH THE USE OF MS2 COLIPHAGE AS A SURROGATE By Hannah P. Sassi …"
1,"B McCrory, BR Lowndes, DL Thompson…","Crossover assessment of intraoral and cuffed ventilation by emergency responders",2019,"Military …","academic.oup.com","https://academic.oup.com/milmed/article-abstract/184/Supplement_1/310/5418671","https://scholar.google.com/scholar?cites=15066615660236220934&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-05-22 20:09:37","","","","",,,,,1,1.00,0,4,1,"… and respiration management immediately follow hemorrhage/bleeding control and are potentially survivable and treatable … cushion that fits over the patient's mouth and nose, a filter-valve assembly that … The participant's non-dominant hand was used to grip the mask and jawline …"
4,"KP Fennelly, MD Tribby, CY Wu, GL Weil…","Collection and measurement of aerosols of viable influenza virus in liquid media in an Andersen cascade impactor",2015,"Virus Adapt …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/677f/77906e1a9b8ba1c8c40eac4e603321d3ff88.pdf","https://scholar.google.com/scholar?cites=11792173506680748845&as_sdt=2005&sciodt=0,5&hl=en",60,"2020-05-22 20:09:37","PDF","","","",,,,,4,0.80,1,5,5,"… the sampler, the air stream exited through a third rotameter (Omega Engineering Inc.) into a high-efficiency particulate air (HEPA) filter before being … Considering both the survivability of the virus and the limits of detection by TCID50 assay, a starting concentration of at least 1 …"
12,"M Gorji, R Bagherzadeh, H Fashandi","Electrospun nanofibers in protective clothing",2017,"Electrospun nanofibers","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780081009079000210","https://scholar.google.com/scholar?cites=3165182128608321267&as_sdt=2005&sciodt=0,5&hl=en",61,"2020-05-22 20:09:37","","","","",,,,,12,4.00,4,3,3,"… In the military, PCs have to meet certain requirements including maximum survivability and combat … Permeability, filtration performance, and attaining uniformity in structure should be considered during … The existing high HEPA filters filter particles of more than 0.3 μm with 99.97 …"
2,"M Ali, M Oladokun, SB Osman","An improved method to evaluate indoor microclimatic data: case study of a book archive in a hot and humid climate",2015,"","irep.iium.edu.my","http://irep.iium.edu.my/38017/13/38017_TOC_at_p41.pdf","https://scholar.google.com/scholar?cites=601859134352259205&as_sdt=2005&sciodt=0,5&hl=en",62,"2020-05-22 20:09:37","BOOK","","","",,,,,2,0.40,1,3,5,"… Page 80 (B5) Filtration and air cleaning … HP0172 Kuo, Yu-Mei Ting-Ho Kuo, Sheng-Hsiu Huang, Chih-Wei Lin, Wen-Jong Wu, Chih-Chieh Chen Characterization of an inkjet aerosol generator for bioaerosol survivability study Taiwan A3: Indoor air microbiology oral-poster …"
1,"A Kozajda, K Jeżak, A Kapsa","Airborne Staphylococcus aureus in different environments—a review",2019,"Environmental Science and Pollution …","Springer","https://link.springer.com/article/10.1007/s11356-019-06557-1","https://scholar.google.com/scholar?cites=1311623252559055544&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-05-22 20:09:37","HTML","","","",,,,,1,1.00,0,3,1,"… Although in developed countries, the masks with biological filters are commonly available and used in … tested the surviv- ability of certain species of microorganisms on the filtration fab- ric … S. aureus species that with available 40–200% humidity exhibited the highest survivability …"
3,"AK Persily, AK Persily, SJ Emmerich","Indoor Environmental Issues in Disaster Resilience",2015,"","researchgate.net","https://www.researchgate.net/profile/Steven_Emmerich/publication/305043507_Indoor_Environmental_Issues_in_Disaster_Resilience/links/577fb85d08ae5f367d36ff72.pdf","https://scholar.google.com/scholar?cites=11472461294126758561&as_sdt=2005&sciodt=0,5&hl=en",64,"2020-05-22 20:09:37","BOOK","","","",,,,,3,0.60,1,3,5,"… 62.2 specify required ventilation and other building and system parameters (eg, particle filtration levels) to … outages, interruptions in heating fuel, and shortages of water to ensure resilience and survivability … tract, but no protective effects were observed for duration of mask use or …"
2,"BM Schmidt","Tuberculosis interventions to prevent transmission of infection in health care workers: a systematic review",2015,"","open.uct.ac.za","https://open.uct.ac.za/handle/11427/19906","https://scholar.google.com/scholar?cites=15107639927920184945&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-05-22 20:09:37","","","","",,,,,2,0.40,2,1,5,"… exhaust ventilation systems, high-efficacy particulate air (HEPA) filters and ultraviolet (UV) lights. Personal … particular filter to filter out small particles (South African Tuberculosis Control Guidelines 2004) … Environmental controls, eg ultraviolent lights, ventilation and filtration …"
0,"KG Lurie, A Metzger, L Puertas","Systems and Methods to Predict the Chances of Neurologically Intact Survival While Performing CPR",2018,"US Patent App. 15/723,751","Google Patents","https://patents.google.com/patent/US20180158546A1/en","",66,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,2,"… that new techniques may be needed to determine the likelihood of long-term survivability with favorable … the device 300 may correspond to a ResQVENT device, which is a transport ventilator capable of … The system 500 may include a facial mask 502 and a valve system 504 …"
0,"B Slongo","The effects of nanosilver on northern pike",2018,"","knowledgecommons.lakeheadu.ca","https://knowledgecommons.lakeheadu.ca/handle/2453/4551","",67,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,2,"… 2011). If nAg further effects Northern Pike beyond survivability, I predict that growth and body … nAg. The face mask released 0.01% of its silver content, the athletic shirt released 2% of … samples ranged in sizes, as some silver particles could pass through 20nm filters and …"
148,"FM Jeejeebhoy, CM Zelop, S Lipman, B Carvalho…","Cardiac arrest in pregnancy: a scientific statement from the American Heart Association",2015,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/cir.0000000000000300","https://scholar.google.com/scholar?cites=16778970293531409648&as_sdt=2005&sciodt=0,5&hl=en",68,"2020-05-22 20:09:37","","","","",,,,,148,29.60,30,5,5,"Science Volunteer; Warning signs. Search. Advanced Search. Donate. Circulation logo. Hello Guest! MY ALERTS. SIGN IN; JOIN. Login to your account. Email. Password. Forgot password? Keep me logged in. Submit your article; AHA Logo. Search …"
0,"KV Tshilombo","Survival and Re-aerosolization in Dust of Mycobacterium smegmatis-a Surrogate for Mycobacterium tuberculosis",2017,"","scholar.sun.ac.za","http://scholar.sun.ac.za/handle/10019.1/100799","",69,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,3,"… PFR Particulate Filter Respirator pH potential of hydrogen S sulphur … place, and training staff; 2. Environmental control measures including natural ventilation, air filtration and … (DOH, 2007); 3. Personal protection: Use of surgical masks for patients, N95 respirators for health care …"
2,"K Dyamenahalli, G Garg, JW Shupp…","Inhalation Injury: Unmet Clinical Needs and Future Research",2019,"Journal of Burn Care …","academic.oup.com","https://academic.oup.com/jbcr/article-abstract/40/5/570/5445391","https://scholar.google.com/scholar?cites=672628215431410195&as_sdt=2005&sciodt=0,5&hl=en",70,"2020-05-22 20:09:37","","","","",,,,,2,2.00,1,4,1,"… Close. search filter This issue … of diagnostic biomarkers, the necessarily urgent manner in which decisions are made about intubation, and the lack of universal recommendations for the application of mucolytics, anticoagulants, bronchodilators, modified ventilator strategies, and …"
0,"K Lurie, A Metzger, L Puertas","Systems and methods to predict the chances of neurologically intact survival while performing CPR",2017,"US Patent 9,811,634","Google Patents","https://patents.google.com/patent/US9811634B2/en","",71,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,3,"… It is contemplated, however, that any device or system that is configured to create a vacuum and that may be coupled to an individual so as to create an intrathoracic vacuum may be used to lower pressure in the thorax and/or to artificially inspire, such as a ventilator, iron lung …"
12,"AFW Ho, W Wah, A Earnest, YY Ng, Z Xie…","Health impacts of the Southeast Asian haze problem–A time-stratified case crossover study of the relationship between ambient air pollution and sudden cardiac …",2018,"International journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167527318301724","https://scholar.google.com/scholar?cites=3410822124471648099&as_sdt=2005&sciodt=0,5&hl=en",72,"2020-05-22 20:09:37","","","","",,,,,12,6.00,2,6,2,"… Index (smoothing of data included two lagged terms, two forward terms, and the current observation in the time-series moving average filter) … Also, those with higher socio-economic status may have access to air-conditioning and respirator masks which may modify their risks to …"
0,"H Tu, W Wang, DR Chen","Aerosol-assisted Production of NIR Shielding Nanoparticles: Sodium Tungsten Bronze",2020,"Aerosol and Air Quality Research","aaqr.org","https://aaqr.org/articles/aaqr-19-10-oa-0548","",73,"2020-05-22 20:09:37","HTML","","","",,,,,0,0.00,0,3,1,"… Samples were subsequently collected at the exit of the furnace via filtration … Absorption and scattering of near-infrared light by dispersed lanthanum hexaboride nanoparticles for solar control filters … Induced transmission in absorbing films applied to band pass filter design …"
2,"CY Wu, X Jiang, PAN Maohua…","Bioaerosol detection systems and methods of use",2019,"US Patent App. 16 …","Google Patents","https://patents.google.com/patent/US20190154550A1/en","https://scholar.google.com/scholar?cites=9924280897373525602&as_sdt=2005&sciodt=0,5&hl=en",74,"2020-05-22 20:09:37","","","","",,,,,2,2.00,1,4,1,"… Excess water on the walls of the chamber and/or wick can be drained with a drain. A filter can be placed on the drain … In addition, the production of ozone at high electrical field intensity can damage viruses (Cox 1987). Filters have high physical collection efficiency …"
0,"E Brisebois","Bioaérosols viraux dans les usines de traitement des eaux usées: détection moléculaire et métagénomique",2016,"","corpus.ulaval.ca","https://corpus.ulaval.ca/jspui/handle/20.500.11794/27638","",75,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,4,"Page 1. Bioaérosols viraux dans les usines de traitement des eaux usées : détection moléculaire et métagénomique Mémoire Evelyne Brisebois Maîtrise en microbiologie Maîtrise ès sciences (M. Sc.) Québec, Canada © Evelyne Brisebois, 2016 Page 2 …"
0,"GK Anderson","Pulsatile Perfusion Therapy: A Novel Approach for Improving Cerebral Blood Flow and Oxygenation Under Simulated Hemorrhagic Stress",2018,"","unthsc-ir.tdl.org","https://unthsc-ir.tdl.org/handle/20.500.12503/29675","",76,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,2,"… setting (9), and 90% of potentially survivable deaths on the battlefield (4). During hemorrhage … volume. An oral/nasal cannula or face mask was used for continuous recording of end-tidal gases … through a low-pass impulse response filter with a cutoff frequency of 0.5 Hz …"
13,"S Wu, H Nagahashi","Analysis of generalization ability for different AdaBoost variants based on classification and regression trees",2015,"Journal of Electrical and Computer Engineering","hindawi.com","https://www.hindawi.com/journals/jece/2015/835357/abs/","https://scholar.google.com/scholar?cites=12322361001383473375&as_sdt=2005&sciodt=0,5&hl=en",77,"2020-05-22 20:09:37","","","","",,,,,13,2.60,7,2,5,"… FloatBoost and FM-AdaBoost filter the less effective weak classifiers so that they can outperform AdaBoost when they have the same number of weak classifiers as AdaBoost [32, 33]. Nevertheless, they require more training cycles than AdaBoost …"
0,"EЛ Колб, ЯО Литвинчук, СЛ Колб","Асептика и антисептика в стоматологии",2018,"","rep.bsmu.by","http://rep.bsmu.by/handle/BSMU/23548","",78,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,2,"… by disinfection (resistance to physical factors and chemical agents, survivability in different environmental … ing the log of sterilization cycles is obligatory for well-timed filter replacement); – kraft … ways to improve water quality in DUWL, such as – Filtration; – Chemical treatments …"
19,"WG Lindsley, BJ Green, FM Blachere, SB Martin…","Sampling and characterization of bioaerosols",2017,"NIOSH manual of …","cdc.gov","https://www.cdc.gov/niosh/nmam/pdf/chapter-ba.pdf","https://scholar.google.com/scholar?cites=3814763092449919527&as_sdt=2005&sciodt=0,5&hl=en",79,"2020-05-22 20:09:37","PDF","","","",,,,,19,6.33,4,5,3,"… Sampling and Characterization of Bioaerosols fluid is filtered through a 0.45-µm pore size membrane filter … 1992]. The membrane filters are placed in sterile plastic petri plates filled with the appropriate medium and incubated for later identification and enumeration …"
0,"J YAN","ANALYSIS, QUANTIFICATION AND SIMULATION OF THE RISK FROM AIRBORNE INFLUENZA",2016,"","drum.lib.umd.edu","https://drum.lib.umd.edu/handle/1903/19064","",80,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,4,"… Sensitivity analyses exploring the impact of changing selected parameter values on the model results with 20% population wearing high filtration surgical masks … breathe through a mouthpiece or face mask and/or required unnatural or forced natural … Several filters operate with …"
4,"E Mirskaya, IE Agranovski","Sources and mechanisms of bioaerosol generation in occupational environments",2018,"Critical reviews in microbiology","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/1040841X.2018.1508125","https://scholar.google.com/scholar?cites=7310105039604578534&as_sdt=2005&sciodt=0,5&hl=en",81,"2020-05-22 20:09:37","","","","",,,,,4,2.00,2,2,2,"… 2. Laboratory methods of bioaerosol generation Biological aerosols are generated under laboratory con- ditions to analyze the influence of different environ- mental factors, generation and collection methods on microorganisms' behavior and survivability (Wang et al …"
1,"H Yu, N Afshar-Mohajer, AD Theodore…","An efficient virus aerosol sampler enabled by adiabatic expansion",2018,"Journal of Aerosol …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0021850216303457","https://scholar.google.com/scholar?cites=3172388086007185001&as_sdt=2005&sciodt=0,5&hl=en",82,"2020-05-22 20:09:37","","","","",,,,,1,0.50,0,4,2,"… & Strauss, 1961). Since it does not infect humans and due to its robust survivability, MS2 is widely used as a surrogate in research of small airborne viruses (Dawson et al., 2005, Woo et al., 2010, Zuo et al., 2014). Prior to the …"
8,"DP Nolan","Loss prevention and safety control: terms and definitions",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=AdmKxSn00QgC&oi=fnd&pg=PP1&dq=survivability+filtering+facepiece+respirator&ots=nekdzzkO6R&sig=qJFFRrFIwkkXcZshaLtNC7XnuNk","https://scholar.google.com/scholar?cites=388501830956895533&as_sdt=2005&sciodt=0,5&hl=en",83,"2020-05-22 20:09:37","BOOK","","","",,,,,8,2.00,8,1,4,"… Activated charcoal is commonly used as a gas or vapor adsorbent in air purifying respirators and as a solid sorbent in air sampling. Activity Sampling A measurement technique for evaluating potential incident-producing behavior …"
3,"CA Garcia-Mochales","Concentration, size distribution, and control of swine viruses associated with airborne particles",2016,"","search.proquest.com","http://search.proquest.com/openview/3ce4bd52e9bef8e34cbc90d87c554888/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=3207225587164387705&as_sdt=2005&sciodt=0,5&hl=en",84,"2020-05-22 20:09:37","","","","",,,,,3,0.75,3,1,4,"… There is an association between aerosol infectivity, virus survivability and aerosol particle size … filter. The composition of the microbial population in the air will be determined … conditioning (HVAC) filters has been successfully used for surveillance purposes (Goyal, et al., 2011) …"
0,"C Alonso Garcia-Mochales","Concentration, size distribution, and control of swine viruses associated with airborne particles",2016,"","conservancy.umn.edu","https://conservancy.umn.edu/handle/11299/181734","",85,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,4,"… There is an association between aerosol infectivity, virus survivability and aerosol particle size … filter. The composition of the microbial population in the air will be determined … conditioning (HVAC) filters has been successfully used for surveillance purposes (Goyal, et al., 2011) …"
0,"FVC Viçosa","Tomé, Hudson Vaner Ventura, 1985-T656i 2015",2015,"","locus.ufv.br","https://www.locus.ufv.br/bitstream/handle/123456789/6794/texto%20completo.pdf?sequence=1","",86,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,1,5,"… of pathogens to the developing bees. i. Always wear clean nitrile disposable gloves and a face mask during material preparation. ii … b. The diet should be mixed together, using sterile laboratory tools and beakers. Filtering or heating is not necessary while preparing the diet …"
0,"KJ Saczalski, MN West…","Test Analysis of Youth and Adult Football Helmet Head Injury Risk Resulting From Repeat Impacts in High Humidity and Temperature",2017,"ASME 2017 …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/IMECE/proceedings-abstract/IMECE2017/58363/V003T04A066/263560","",87,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,3,"… For reference, the AIS 4+ head injury level is defined as a “severe injury situation” that may be survivable [14 … By contrast, the flexibility of the plastic helmet shell in the side and rear regions, which have less influence from a face mask, allows for more localized loading on the EA …"
11,"CN Ross, S Austad, K Brasky, CJ Brown…","The development of a specific pathogen free (SPF) barrier colony of marmosets (Callithrix jacchus) for aging research",2017,"Aging (Albany …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5764392/","https://scholar.google.com/scholar?cites=15456627108676849750&as_sdt=2005&sciodt=0,5&hl=en",88,"2020-05-22 20:09:37","HTML","","","",,,,,11,3.67,2,5,3,"… Alterations of environmental control and medical intervention have resulted in increased survivability and plateaued mid-life survivorship [25, 26 … causes for this increased lifespan, most researchers and colony managers agree that the implementation of HEPA filtered air systems …"
0,"EM KASHIF","EXTREME COLD WEATHER CLOTHING",,"researchgate.net","","https://www.researchgate.net/profile/Kashif_Muhammad4/publication/277005461_Extreme_cold_weather_clothings/links/555d60bb08ae86c06b5dab17.pdf","",89,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,1,,"… US made a latest cold weather clothing system. It is third generation ECWCS. It claims to improve survivability within broad climatic ranges. GEN III ECWCS has system features of seven levels for enhanced protection. Figure 6.5 Extended Cold Weather Clothing System …"
0,"DI Aguilar","Testing of a 1N AF-M315E Thruster",2018,"","digitalcommons.utep.edu","https://digitalcommons.utep.edu/open_etd/25/","",90,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,2,"… 37 Table 5.3: Effective thrust and Isp results with filtered data … As mentioned before, decomposition temperatures are extremely high and catalyst survivability is essential. There are various methods used to strengthen the mechanical properties …"
0,"ME Wood","Infectious airborne transport in individuals with cystic fibrosis and mitigation strategies to reduce aerosol dispersal",2019,"","espace.library.uq.edu.au","https://espace.library.uq.edu.au/view/UQ:1ee2211/s33233703_final_thesis.pdf?dsi_version=379007d07cbced086cd394874c2db428","",91,"2020-05-22 20:09:37","PDF","","","",,,,,0,0.00,0,1,1,"… Recent updates to CF infection control guidelines in some countries recommend the use of a surgical face mask for people with CF to minimise risk of … bacterial concentration (r=0.55, p=0.01). The surgical mask (p˂0.001), the N95 mask (p˂0.001) and …"
0,"S Gillon, C Wright, C Knott, M McPhail, L Camporota","Revision Notes in Intensive Care Medicine",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=hgtnDAAAQBAJ&oi=fnd&pg=PP1&dq=survivability+filtering+facepiece+respirator&ots=PDDEfpUOIv&sig=GUklGMIzakD8RwIFeaGAb8muw68","",92,"2020-05-22 20:09:37","BOOK","","","",,,,,0,0.00,0,5,4,"… fractional inspired O2 functional residual capacity Glasgow coma score glomerular filtration rate haemoglobin high … surgical procedures that significantly derange physiology are only routinely survivable with high … 14 4 Airway management 27 5 Liberation from the ventilator 32 6 …"
0,"P Poh","Effects of thermal stimuli during simulated hemorrhaging on aspects of cognitive performance",2015,"","ideals.illinois.edu","https://www.ideals.illinois.edu/handle/2142/78771","",93,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,5,"… major trauma is the predominant mechanism of death in potentially survivable casualties, based on each wounds potential for survivability (Eastridge et al., 2011). It is also … 0), no decrements in cognitive function (assessed by vigilance, reasoning, filtering, verbal Page 23. 16 …"
0,"S Bakshi, R Ambulkar, S Bhosale","Hypertensive Disorders in Pregnancy",2017,"… Anaesthesia Review: A …","books.google.com","https://books.google.com/books?hl=en&lr=&id=ErlEDwAAQBAJ&oi=fnd&pg=PA94&dq=survivability+filtering+facepiece+respirator&ots=pye-z9fMxJ&sig=RhKqFKdVkUEUwKUaIwV6bJoUdwU","",94,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,3,3,"… Kidney: Oliguria is a result of reduced renal perfusion and glomerular filtration. Plasma uric acid and serum creatinine are elevated … Administration of oxygen with face mask. • Left uterine displacement. • Increased hydration …"
6,"R Al-Jassim, V Sejian","Climate change and camel production: impact and contribution",2015,"J. Camelid Sci","isocard.net","http://www.isocard.net/images/journal/FILE2c81c617fad2c18.pdf","https://scholar.google.com/scholar?cites=3305282021510555089&as_sdt=2005&sciodt=0,5&hl=en",95,"2020-05-22 20:09:37","PDF","","","",,,,,6,1.20,3,2,5,"… the agriculture sector, climate change has a huge impact and threatens the survivability of poor … the combined pre-renal effects of reduced infusion with lower glomerular filtration and greatest … barley grain (3 kg/day) and CH4 emission was measured using face mask open circuit …"
0,"K Munoz","Environmental Contamination from Glove Disposal Practices",2018,"","search.proquest.com","http://search.proquest.com/openview/00aade29e66ec765383c3923ce492faa/1?pq-origsite=gscholar&cbl=18750&diss=y","",96,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,2,"… of their hands (Tenorio et al., 2001). Contamination happens because of its survivability on environmental surfaces and on health professionals' gloves which can spread to other … gloves, gowns, face masks/goggles, masks, respirators, etc. (CDC, 2014, nd) …"
2,"N Legband","Development of peritoneal microbubble oxygenation as an Extrapulmonary treatment for hypoxia",2017,"","digitalcommons.unl.edu","https://digitalcommons.unl.edu/mechengdiss/115/","https://scholar.google.com/scholar?cites=15003476295674914882&as_sdt=2005&sciodt=0,5&hl=en",97,"2020-05-22 20:09:37","","","","",,,,,2,0.67,2,1,3,"Page 1. University of Nebraska - Lincoln DigitalCommons@University of Nebraska - Lincoln …"
0,"GK Anderson, JD Sprick, FS Park…","Responses of cerebral blood velocity and tissue oxygenation to low‐frequency oscillations during simulated haemorrhagic stress in humans",2019,"Experimental …","Wiley Online Library","https://physoc.onlinelibrary.wiley.com/doi/abs/10.1113/EP087358","",98,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,4,1,"… setting (Kauvar, Lefering, & Wade, 2006) and 90% of potentially survivable deaths on the battlefield (Eastridge et al., 2012) … An oral/nasal cannula or face mask was used for … and resampling at 5 Hz. Data were then passed through a finite low-pass impulse response filter with …"
2,"A Kaur, GAM ten Have, B Hritzo…","Morphological and functional impairment in the gut in a partial body irradiation minipig model of GI-ARS",2020,"… Journal of Radiation …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/09553002.2018.1552377","https://scholar.google.com/scholar?cites=18382289049613592194&as_sdt=2005&sciodt=0,5&hl=en",99,"2020-05-22 20:09:37","","","","",,,,,2,2.00,1,4,1,"… 2018a; 2018b) identified radiation parameters and geometry that allow survivability at GI-ARS doses … Teklad Diets, Madison, WI) twice daily and had access to triple-filtered water at … administration, the solutions were isotonic and were sterilized by 0.22 μm filtration/or autoclaving …"
0,"P Rohrbeck","Concurrent Biological, Electromagnetic Pulse, And Cyber Attacks-A Challenge To The Interagency Response",2016,"","bearworks.missouristate.edu","https://bearworks.missouristate.edu/theses/3042/","",100,"2020-05-22 20:09:37","","","","",,,,,0,0.00,0,1,4,"Page 1. BearWorks Institutional Repository MSU Graduate Theses Fall 2016 Concurrent Biological, Electromagnetic Pulse, And Cyber Attacks - A Challenge To The Interagency Response Patricia Rohrbeck As with any intellectual …"
