Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"VG Farrokhian, E Ho, ES King, N Krishnan, G Kuzmin…","UV Sterilization of Personal Protective Equipment with Idle Laboratory Biosafety Cabinets During the COVID-19 Pandemic.",,"medrxiv.org","","https://www.medrxiv.org/content/10.1101/2020.03.25.20043489v2.full.pdf","",47,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,6,,"… this value, 9.4 hours per side would be required to decontaminate each mask … Shaffer, RE A method to determine the available uv-c dose for the decontamination of filtering … 9. Kowalski, W. Ultraviolet germicidal irradiation handbook: UVGI for air and surface disinfection (Springer …"
8,"CC Tseng, ZM Pan, CH Chang","Application of a quaternary ammonium agent on surgical face masks before use for pre-decontamination of nosocomial infection-related bioaerosols",2016,"Aerosol Science and Technology","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/02786826.2016.1140895","https://scholar.google.com/scholar?cites=13513837669608839361&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-05-22 20:04:38","","","","",,,,,8,2.00,3,3,4,"… Surgical masks are widely used but are often confused with filtering face piece respirators (FFRs) … Table 1. Phase two testing for the pre-decontamination efficacy of GS5-coated mask layers … H1N1 virus on N95 FFRs was 3.36 for ultraviolet ger- micidal irradiation (UVGI), 3.29 for …"
3,"VCC Cheng, SC Wong, GSW Kwan…","Disinfection of N95 respirators by ionized hydrogen peroxide during pandemic coronavirus disease 2019 (COVID-19) due to SARS-CoV-2",2020,"The Journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7194585/","https://scholar.google.com/scholar?cites=2502453227920760247&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-05-22 20:04:38","HTML","","","",,,,,3,3.00,1,4,1,"… The authors wish to thank Dr H. Shane for sharing the disinfection protocol, and Mr B … Final report for the Bioquell hydrogen peroxide vapor (HPV) decontamination for reuse of N95 … RE, Sarkisian K., Nwoko JO, Mead KR Effects of ultraviolet germicidal irradiation (UVGI) on N95 …"
28,"EA Nardell","Transmission and institutional infection control of tuberculosis",2016,"Cold Spring Harbor perspectives in …","perspectivesinmedicine.cshlp.org","http://perspectivesinmedicine.cshlp.org/content/6/2/a018192.short","https://scholar.google.com/scholar?cites=14556279989315422524&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-05-22 20:04:38","","","","",,,,,28,7.00,28,1,4,"… units provide less than 1 equivalent ACH, and rarely can they approach the air disinfection achievable by optimal natural ventilation or upper-room UVGI … for TB infection control are usually the disposable type (N95 or equivalent) with a filtering face piece, although reusable …"
0,"T Massey, S Paik, K Fuhrer, M Bora, R Haque…","Quantitative form and fit of N95 filtering facepiece respirators are retained after dry and humid heat treatments for coronavirus deactivation",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.04.15.20065755v1.abstract","",51,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,6,1,"… The worldwide global demand for N95 filtering face respirators (FFRs) for healthcare professionals … in areas where FFRs are in critically short supply, specialized decontamination equipment … is not available, and surface sterilization (eg, ultraviolet germicidal irradiation (UVGI)) is …"
0,"B Schmidt, EL Davids, T Malinga","Quarantine alone or in combination with other public health measures to control COVID-19: A rapid Cochrane review",2020,"South African Medical Journal","samj.org.za","http://www.samj.org.za/index.php/samj/article/view/12937","",52,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,3,1,"… UVGI = ultraviolet germicidal irradiation; HCW = healthcare worker … announcements/coronavirus- covid-19-update-fda-issues-emergency-use-authorization- decontaminate-millions-n95 … Assessment of N95 respirator decontamination and re- use for SARS-CoV-2. medRxiv 2020 …"
0,"C Le Roux, A Dramowski","Personal protective equipment (PPE) in a pandemic: Approaches to PPE preservation for South African healthcare facilities",2020,"","scholar.sun.ac.za","http://scholar.sun.ac.za/handle/10019.1/108533","",53,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,1,"… UVGI = ultraviolet germicidal irradiation; HCW = healthcare worker … announcements/coronavirus- covid-19-update-fda-issues-emergency-use-authorization- decontaminate-millions-n95 … Assessment of N95 respirator decontamination and re- use for SARS-CoV-2. medRxiv 2020 …"
2,"D Zorko, K Choong, JD McNally, K O'Hearn…","Decontamination interventions for the reuse of surgical mask personal protective equipment (PPE): A protocol for a systematic review",2020,"","osf.io","https://osf.io/preprints/8wt37/","https://scholar.google.com/scholar?cites=11465301244783502023&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-05-22 20:04:38","","","","",,,,,2,2.00,0,5,1,"… PPE or their components Intervention: Any intervention used to decontaminate, sterilize or … The cumulative body of evidence regarding the reuse and decontamination of surgical … Decontaminating N95 masks with Ultraviolet Germicidal Irradiation (UVGI) does not impair mask …"
2,"D Mackenzie","Reuse of N95 Masks",2020,"Engineering (Beijing, China)","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7153525/","https://scholar.google.com/scholar?cites=17773657529587267171&as_sdt=2005&sciodt=0,5&hl=en",55,"2020-05-22 20:04:38","HTML","","","",,,,,2,2.00,2,1,1,"… Cui's group did not test hydrogen peroxide fumigation, but the Duke University Hospitals investigators plan to decontaminate and reuse their N95 masks up … N95 filtering facepiece respirator ultraviolet germicidal irradiation (UVGI) process for decontamination and reuse …"
8,"NJ Rowan, JG Laffey","Challenges and solutions for addressing critical shortage of supply chain for personal and protective equipment (PPE) arising from Coronavirus disease (COVID19) …",2020,"Science of The Total Environment","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969720320453","https://scholar.google.com/scholar?cites=12009297894425252219&as_sdt=2005&sciodt=0,5&hl=en",56,"2020-05-22 20:04:38","","","","",,,,,8,8.00,4,2,1,"… Pre-cleaning presents an issue in hospitals as there is commensurate need to decontaminate equipment used in this process for COVID19 … decontamination using five different methods, including UVGI (Viscusi et al. 2009b). In …"
0,"CD Vuma","The effect of multiple donning on respirator fit in national health laboratory service employees during 2016",2018,"","wiredspace.wits.ac.za","http://wiredspace.wits.ac.za/handle/10539/27018","",57,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,1,2,"… ultraviolet germicidal irradiation (UVGI), moist heat incubation (MHI) or microwave … through a cycle of various decontamination processes retained a proper fit over five consecutive donnings (30). Page 17 … Some employees are provided with one disposable filtering face-piece …"
5,"FM Blachere, WG Lindsley, CM McMillen…","Assessment of influenza virus exposure and recovery from contaminated surgical masks and N95 respirators",2018,"Journal of virological …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166093418300491","https://scholar.google.com/scholar?cites=11434114375251104785&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-05-22 20:04:38","","","","",,,,,5,2.50,1,4,2,"… While disinfection with ultraviolet germicidal irradiation (UVGI) has been shown to decontaminate disposable N95 respirators, efficacy is dependent upon the UVGI dosage, respiratory PPE model and the contaminating microorganism (Lindsley et al., 2015) …"
3,"YA Fillingham, MJ Grosso, AJ Yates…","Personal Protective Equipment: Current Best Practices for Orthopaedic Teams",2020,"The Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0883540320304332","https://scholar.google.com/scholar?cites=15904248024064120663&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-05-22 20:04:38","","","","",,,,,3,3.00,1,4,1,"… CoV-2 on DFFP N95 respirators; as such, their ability to decontaminate similar viruses is … only withstanding 1 to 5 cycles.[35] Although decontamination with VHP, UVGI or moist … the CDC and N95DECON provide recommendations for the type of decontamination and number of …"
0,"P Arguelles","Estimating UV-C Sterilization Dosage for COVID-19 Pandemic Mitigation Efforts",,"researchgate.net","","https://www.researchgate.net/profile/Paolo_Arguelles/publication/340964255_Estimating_UV-C_Sterilization_Dosage_for_COVID-19_Pandemic_Mitigation_Efforts/links/5ea7a45a45851553fab5e751/Estimating-UV-C-Sterilization-Dosage-for-COVID-19-Pandemic-Mitigation-Efforts.pdf","",60,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,,"… [3] W. Kowalski, Ultraviolet germicidal irradiation handbook: UVGI for air … et al., “The uses and limitations of a hand- held germicidal ultraviolet wand for surface disinfection,” Journal of … R. Shaffer, “A method to determine the available UV-C dose for the decontamination of filtering …"
0,"F Umer, Z Haji, K Zafar","Role of respirators in controlling the spread of Novel Coronavirus (Covid‐19) among dental health care providers: a review",2020,"International Endodontic Journal","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/iej.13313","",61,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,3,1,"… Ultraviolet germicidal irradiation (UVGI), vaporous hydrogen peroxide (VHP), and moist heat are the most … cycle) decontamination processing for filtering facepiece respirators. Journal of Engineered Fibers and Fabrics 5, 155892501000500405 …"
2,"M Ippolito, F Vitale, G Accurso, P Iozzo, C Gregoretti…","Medical masks and Respirators for the Protection of Healthcare Workers from SARS-CoV-2 and other viruses",2020,"Pulmonology","Elsevier","https://www.sciencedirect.com/science/article/pii/S253104372030088X","https://scholar.google.com/scholar?cites=11644713543198411254&as_sdt=2005&sciodt=0,5&hl=en",62,"2020-05-22 20:04:38","","","","",,,,,2,2.00,0,6,1,"… the exposure of personnel in charge of disinfection to an additional biological risk. 206 … It is 345 clearly stated that the use of a decontaminated FFR should be a part of a crisis 346 … 16 check that the decontamination tests have already been performed on the specific 365 …"
0,"C Díaz, M CBSP","Segunda Parte: Métodos para la descontaminación y reutilización de respiradores N95",,"sdird.org","","http://sdird.org/pdf/2da_parte_Me%CC%81todos_descontaminacio%CC%81n_y_reutilizacio%CC%81n_respiradores_N95.pdf","",63,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,2,,"… WG, et al., Effects of ultraviolet germicidal irradiation (UVGI) on N95 … influenza preparedness study: use of energetic methods to decontaminate filtering facepiece respirators contaminated with … RE Shaffer, Evaluation of microwave steam bags for the decontamination of filtering …"
0,"M Allswede, R Baine, J Chow, M Corvini, J Crane…","White Paper: Coronavirus Update",,"teamhealth.com","","https://www.teamhealth.com/wp-content/uploads/2020/04/4-16-2020-White-Paper-Coronavirus-update-FINAL.pdf","",64,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,6,,"… peroxide vapor has been used for more than a decade to decontaminate laboratory equipment … a 99.99% reduction in recoverable viral particles in a test of H1N1 mask decontamination (Heimbuch … limitation of the moist heat method is the uncertainty of the disinfection efficacy for …"
0,"NA NA","Type of PPE Measure Description Limitations/risks/removal criteria Feasibility considerations",,"wfsahq.org","","https://www.wfsahq.org/components/com_virtual_library/media/af2cb5a2617edae5fcf6d2eef35ce4d5-4---WHO-2019-nCov-IPC-PPE-use-2020.3-eng_TABLE.pdf","",65,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,,"… 2) Reprocessing Process to decontaminate a cotton gown by washing and disinfection methods … respirator) continued to exceed 95% efficiency after 50 repeated inoculation and decontamination cycles. Approach allowed >50 respirators to be decontaminated simultaneously …"
0,"M Neira, X Garzón, J Costales, J Piedra","CONSIDERACIONES TEÓRICAS PARA LA POTENCIAL DESINFECCIÓN DE MASCARILLAS TIPO N95 UTILIZANDO RADIACIÓN ULTRAVIOLETA",,"udla.edu.ec","","https://www.udla.edu.ec/wp-content/uploads/2020/04/CONSIDERACIONES-TEOi%CC%80RICAS-PARA-DESINFECCION.pdf","",66,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,4,,"… preparedness study: Use of energetic methods to decontaminate filtering facepiece respirators contaminated with … Effects of Ultraviolet Germicidal Irradiation (UVGI) on N95 Respirator Filtration … Effectiveness of three decontamination treatments against influenza virus applied to …"
0,"A Spinazzè, A Cattaneo…","COVID-19 outbreak in Italy: protecting worker health and the response of the Italian Industrial Hygienists Association",2020,"Annals of Work Exposures …","academic.oup.com","https://academic.oup.com/annweh/article-abstract/doi/10.1093/annweh/wxaa044/5820967","",67,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,3,1,"… Disinfection methods can lead to PPE alterations which can affect the level of protection … (2011) Evaluation of microwave steam bags for the decontamination of filtering facepiece respirators. PLoS One; 6: e18585 … (2015) Effects of ultraviolet germicidal irradiation (UVGI) on N95 …"
0,"CR Friese, TG Veenema, JS Johnson, S Jayaraman…","Respiratory Protection Considerations for Healthcare Workers During the COVID-19 Pandemic",2020,"Health …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/hs.2020.0036","",68,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,5,1,"… Expand research efforts to decontaminate used N95 respirators while preserving their … N95 Filtering Facemask Respirator Ultraviolet Germicidal Irradiation (UVGI) Process for Decontamination … cdc.gov/coronavirus/2019-ncov/hcp/ppe-strategy/decontamination-reuse-respirators …"
0,"CH Stucky, MJ De Jong, AW Lowe, B Mathews","COVID-19: INITIAL PERIOPERATIVE AND PERIANESTHESIA NURSING RESPONSE IN A MILITARY MEDICAL CENTER",,"Journal of PeriAnesthesia …","jopan.org","https://www.jopan.org/article/S1089-9472(20)30144-1/abstract","",69,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,4,,"… or patients under 194 investigation for COVID-19 occupied, and decontaminate N95 particulate … and policy regarding UVGI 197 decontamination, trained staff, and implemented UVGI across the … a crisis condition like the 200 COVID-19 pandemic, decontamination and reuse of …"
0,"LRG Godoy, AE Jones, TN Anderson, CL Fisher…","Facial protection for healthcare workers during pandemics: a scoping review",2020,"BMJ Global …","gh.bmj.com","https://gh.bmj.com/content/5/5/e002553.abstract","",70,"2020-05-22 20:04:38","HTML","","","",,,,,0,0.00,0,5,1,"Skip to main content. Viewing from: Google Indexer. BMJ Journals. Log In More Log in via Institution. Log in via OpenAthens. Log in using your username and password. For personal accounts OR managers of institutional accounts …"
0,"BE Damit, CY Wu","Infrared radiation filter systems, methods of use and methods of disinfection and decontamination",2015,"US Patent 9,078,940","Google Patents","https://patents.google.com/patent/US9078940B2/en","",71,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,5,"… FILTER SYSTEMS, METHODS OF USE, AND METHODS OF DISINFECTION AND DECONTAMINATION” having Ser … During pandemic situations, the ability to decontaminate personal filters this quickly would be … Unlike UVGI, the present device is only required to be on …"
0,"BE Damit, CY Wu","Infrared radiation filter systems, methods of use, and methods of disinfection and decontamination",2015,"US Patent 8,963,109","Google Patents","https://patents.google.com/patent/US8963109B2/en","",72,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,5,"… FILTER SYSTEMS, METHODS OF USE, AND METHODS OF DISINFECTION AND DECONTAMINATION” having Ser … During pandemic situations, the ability to decontaminate personal filters this quickly would be … Unlike UVGI, the present device is only required to be on …"
0,"B Neupane, B Giri","Current understanding on the Effectiveness of Face Masks and Respirators to Prevent the Spread of Respiratory Viruses",2020,"","engrxiv.org","https://engrxiv.org/h3wgc/","",73,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,1,"… reducing the risk of transmission of infectious agents. The efficacy of 4 antimicrobial respirators to decontaminate MS2 virus was evaluated[90]. MS2 is … UVGI, ethylene oxide (EtO), and VHP were found to be the most promising decontamination methods …"
0,"J O'Keeffe","Masking During the COVID-19 Pandemic",,"ncceh.ca","","https://ncceh.ca/sites/default/files/Masking%20during%20the%20pandemic_NCCEH%20April%202020.pdf","",74,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,,"… with isopropyl alcohol, bleach, hydrogen peroxide vapour, gamma irradiation; ozone decontamination; UV germicidal … 39-43 Promising results have been observed for hydrogen peroxide vapour and UVGI; however, any reuse of decontaminated respirators should include …"
11,"AA Chughtai, CR MacIntyre, Y Zheng…","Examining the policies and guidelines around the use of masks and respirators by healthcare workers in China, Pakistan and Vietnam",2015,"Journal of infection …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1757177414560251","https://scholar.google.com/scholar?cites=453712391719744191&as_sdt=2005&sciodt=0,5&hl=en",75,"2020-05-22 20:04:38","","","","",,,,,11,2.20,3,4,5,"… Copy to clipboard. Share URL copied to clipboard. Request Permissions. View permissions information for this article. View. Explore More. Examining the policies and guidelines around the use of masks and respirators by healthcare workers in China, Pakistan and Vietnam …"
0,"J Tønsager","Desinfeksjon og gjenbruk av åndedrettsvern (filtrerende halvmasker)-litteratursammenstilling",2020,"","18.195.19.6","http://18.195.19.6/handle/20.500.12242/2709","",76,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,1,1,"… (UVC/UVGI) og våt … Guideline for disinfection and sterilization of healthcare facilities "" 2019, https://www.cdc.gov/infectioncontrol/guidelines/disinfection … E. Sinkule, and RE Shaffer, ""Evaluation of the filtration performance of 21 N95 filtering face piece respirators after prolonged …"
0,"K Rajak","COVID-19 crisis prompting innovation in addressing personal protective equipment shortage",2020,"Journal of Patan Academy of Health Sciences","nepjol.info","https://www.nepjol.info/index.php/JPAHS/article/view/28867","",77,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,1,1,"… and management • Import from international suppliers • Reclaim by public and private buybacks • Reuse by disinfection • Repurpose prefabricated devices … N95 filtering facepiece respirator ultraviolet germicidal irradiation (UVGI) process for decontamination and reuse …"
15,"JY Lee","Tuberculosis infection control in health-care facilities: environmental control and personal protection",2016,"Tuberculosis and respiratory diseases","synapse.koreamed.org","https://synapse.koreamed.org/search.php?where=aview&id=10.4046/trd.2016.79.4.234&code=0003TRD&vmode=FULL","https://scholar.google.com/scholar?cites=7822937069773051693&as_sdt=2005&sciodt=0,5&hl=en",78,"2020-05-22 20:04:38","HTML","","","",,,,,15,3.75,15,1,4,"… Controlled trial of upper room ultraviolet air disinfection: a basis for new dosing guidelines … Occupational risk from ultraviolet germicidal irradiation (UVGI) lamps … of the user seal check on gross leakage detection of 3 different designs of N95 filtering facepiece respirators …"
0,"JM Lacy, EG Brooks, J Akers, D Armstrong…","COVID-19: POSTMORTEM DIAGNOSTIC AND BIOSAFETY CONSIDERATIONS",2020,"The American Journal …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7202125/","",79,"2020-05-22 20:04:38","HTML","","","",,,,,0,0.00,0,5,1,"… Decontamination of all potentially contaminated equipment, careful body bagging procedures, and investigator … Some studies have suggested the possibility of decontaminating and reusing N95 masks via ultraviolet germicidal irradiation (UVGI), hydrogen peroxide …"
3,"E Nardell, G Volchenkov","Transmission control: a refocused approach",2018,"Tuberculosis (ERS Monograph) …","books.google.com","https://books.google.com/books?hl=en&lr=&id=t5l9DwAAQBAJ&oi=fnd&pg=PA364&dq=uvgi+decontamination+filtering+facepiece+respirator&ots=Q86-xpVicB&sig=kGDrvdYUUrG74Fox5BOjdp5QMxY","https://scholar.google.com/scholar?cites=1947083585972545602&as_sdt=2005&sciodt=0,5&hl=en",80,"2020-05-22 20:04:38","","","","",,,,,3,1.50,2,2,2,"… In contrast, upper room UVGI fixtures can disinfect a large volume of room air at … TB infection control advice, including identifying knowledgeable international consultants on all air disinfection modalities … To act as an effective air filter there should be minimal detectable leakage of …"
0,"NC Paxton, DP Forrestal, M Desselle, M Kirrane…","N95 Respiratory Masks for COVID-19: A Review of the Literature to Inform Local Responses to Global Shortages.",2020,"","research.qut.edu.au","https://research.qut.edu.au/biofabrication/wp-content/uploads/sites/62/2020/04/N95_COVID-19_LiteratureReview_2020_Submission.pdf","",81,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,5,1,"… decontaminated to control the growth of microorganisms and prevent the spread of … masks to increase their longevity (Table 2). Ultraviolet germicidal irradiation (UVGI) and bleach … decontamination technique was compared against preservation of mask integrity, concluding …"
0,"JB Lynch, P Davitkov, DJ Anderson, A Bhimraj…","Infectious Diseases Society of America Guidelines on Infection Prevention for Health Care Personnel Caring for Patients with Suspected or Known COVID-19",,"spine.org","","https://www.spine.org/Portals/0/assets/downloads/Publications/NASSInsider/idsa-covid-19-guideline.pdf","",82,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,5,,"… systematic review filter. When applicable, existing systematic reviews were used to inform the … Respirator: Devices used to protect health care personnel from airborne particles that can lead … Includes N95 filtering facepiece respirators and higher-level “mask-like” respirators (ex …"
0,"K Khoukh, C Dumas, R El Hssaini, S Bertin, F Bruno","Pandémie COVID-19 et réutilisation des masques: revue bibliographique des méthodes de décontamination",2020,"","pharmaciedelpech.fr","https://pharmaciedelpech.fr/Src/Pharmacie/Assets/Download/Revue_biblio_sterilisation_masques.pdf","",83,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,5,1,"… [5] Henwood, AF (2020). Coronavirus disinfection in histopathology. Journal of Histotechnology, 1-3 … N95 filtering facemask respirator ultraviolet germicidal irridation (uvgi) process for decontamination and reuse. Tech. Rep., Nebraska Medicine …"
2,"S Gupta, N Shahidi, N Gilroy, DK Rex…","A proposal for the return to routine endoscopy during the COVID-19 pandemic",2020,"Gastrointestinal …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0016510720342498","https://scholar.google.com/scholar?cites=2966087371562420725&as_sdt=2005&sciodt=0,5&hl=en",84,"2020-05-22 20:04:38","","","","",,,,,2,2.00,0,5,1,"… masks is possible after decontamination with ultraviolet light, hydrogen peroxide vapour or moist … (UVGI) on N95 respirator filtration performance and structural integrity … energetic methods to decontaminate filtering facepiece respirators contaminated with H1N1 …"
0,"PZ Chen, A Ngan, N Manson, JT Maynes, GH Borschel…","Transmission of aerosols through pristine and reprocessed N95 respirators",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.05.14.20094821v1.abstract","",85,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,6,1,"… Page 2. 2 During the Covid-19 pandemic, disposable N95 filtering facepiece respirators (N95 FFRs) are 23 … 3 cycles; and UVGI up to 5 cycles … decontamination methods in medical settings, emerging ones and processes that have received 199 …"
0,"JJ Lowe, KD Paladino, JD Farke, K Boulter, K Cawcutt…","Irradiación Germicida Ultravioleta para Descontaminación y Reutilización de Mascarilla Filtradora con Respirador N95",,"bombillasytubos.com","","https://www.bombillasytubos.com/data/descargas/n95-decontamination-using-uv-spanish.pdf","",86,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,6,,"… J. Viscusi, Michael S. Bergman, Benjamin C. Eimer, Ronald E. Shaffer, Evaluation of Five Decontamination Methods for Filtering Facepiece Respirators, The Annals of … Kenneth R. Mead & John D. Noti (2015) Effects of Ultraviolet Germicidal Irradiation (UVGI) on N95 …"
0,"R Benedetti","¿ Descontaminar y reutilizar un EPP descartable? Las mascarillas N95 en tiempos de pandemia",2020,"","rephip.unr.edu.ar","http://rephip.unr.edu.ar/handle/2133/18085","",87,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,1,1,"… Lowe, J; et al. N95 Filtering Facepiece Respirator Ultraviolet Germicidal Irradiation (UVGI) Process for Decontamination and Reuse … Mechler, S. Covid-19 Pandemic: Face Mask Disinfection & Sterilization for Viruses …"
0,"HL Clack, KR Wigginton","Process for electro-hydrodynamically enhanced destruction of chemical air contaminants and airborne inactivation of biological agents",2018,"US Patent App. 15/572,461","Google Patents","https://patents.google.com/patent/US20180117209A1/en","",88,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,2,"… Some UVGI manufacturers advertise that their products are capable of true airstream disinfection, ie, inactivation of … 1997, Photocatalytic disinfection of indoor air. US20060104858A1 (en), 2006-05-18, Hydroxyl free radical-induced decontamination of airborne spores, viruses and …"
0,"MJ Bourke, DK Rex, NG Burgess","A proposal for the return to routine endoscopy during the COVID-19 pandemic Short Title: Endoscopy during the COVID-19 pandemic",,"els-jbs-prod-cdn.jbs.elsevierhealth …","","https://els-jbs-prod-cdn.jbs.elsevierhealth.com/pb/assets/raw/Health%20Advance/journals/ymge/Gupta_GIE-D-20-00789.pdf","",89,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,3,,"… In critical shortages, the re-use of respirator masks is possible after decontamination with ultraviolet light, hydrogen peroxide vapour or moist … conduct the donning of a respirator mask up to 5 times before fit factors consistently drop to unsafe …"
0,"MD Sunny Gupta, MD Frank Avilucea…","The Orthopaedic Forum Medically Necessary Orthopaedic Surgery During the COVID-19 Pandemic",,"journals.lww.com","","https://journals.lww.com/jbjsjournal/Documents/P-FINAL-Service.pdf","",90,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,3,,"… A pandemic influenza preparedness study: use of energetic methods to decontaminate filtering facepiece respirators contaminated with H1N1 aerosols and … N95 filtering facepiece respirator ultraviolet germicidal irradiation (UVGI) process for decontamination and reuse …"
1,"EA Nardell","Preventing Transmission of Mycobacterium Tuberculosis—A Refocused Approach",2019,"Clinics in chest medicine","chestmed.theclinics.com","https://www.chestmed.theclinics.com/article/S0272-5231(19)30063-2/abstract","https://scholar.google.com/scholar?cites=10226733910506029814&as_sdt=2005&sciodt=0,5&hl=en",91,"2020-05-22 20:04:38","","","","",,,,,1,1.00,1,1,1,"… Germicidal ultraviolet air disinfection is underused, but after natural ventilation, it is the most cost … tuberculosis exposure from unsuspected sources: the role of environmental interventions and respiratory protection Respiratory isolation Respirators and surgical …"
0,"R Lewandowski, P Jóźwik","Aktualne techniki oczyszczania powietrza z czynników biologicznych",2017,"Hygeia","h-ph.pl","http://www.h-ph.pl/pdf/hyg-2017/hyg-2017-2-103.pdf","",92,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,2,3,"… Jednak wadą zarówno metody UVGI, jak i meto- dy fotokatalitycznej, jest … influenza preparedness study: use of energetic methods to decontaminate filtering facepiece respirators contaminated with H1N1 … T, Bennett A, Walker J. Gaseous and air decontamination technologies for …"
0,"IO Carrillo, ACE Floyd, CM Valverde…","Immediate-use steam sterilization sterilizes N95 masks without mask damage",2020,"Infection Control & …","cambridge.org","https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/immediateuse-steam-sterilization-sterilizes-n95-masks-without-mask-damage/4BDC5CF0BBC9CFB44C0E837B3B37CC83","",93,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,4,1,"… 3. Viscusi DJ, King WP, Shaffer RE. Effect of decontamination on the filtration efficiency of two filtering facepiece respirator models … Effects of ultraviolet germicidal irradiation (UVGI) on N95 respirator filtration performance and structural integrity …"
0,"MA Stibich, SE Simmons, EC Guerrero Jr…","Pre-doffing disinfection systems and methods",2019,"US Patent …","Google Patents","https://patents.google.com/patent/US10391189B2/en","",94,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,4,1,"US10391189B2 - Pre-doffing disinfection systems and methods - Google Patents. Pre-doffing disinfection systems and methods. Download PDF Info. Publication number … SERVICES, LLC. reassignment XENEX DISINFECTION SERVICES, LLC …"
0,"ME Olivera, N Maggia","Dispositivos de protección respiratoria para personal de la salud en el marco de la pandemia por COVID-19",,"rdu.unc.edu.ar","","https://rdu.unc.edu.ar/handle/11086/15165","",95,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,,"… USA Estados Unidos de América UVGI Desinfección por Radiación Ultravioleta Germicida VPH … y las máscaras faciales de protección respiratoria, conocidas internacionalmente como “Filtering Face Piece” (FFP), o … a El término “respirator” en inglés no debe confundirse con los …"
0,"AA Chughtai","FACEMASKS IN THE PROTECTION OF HOSPITALS HEALTHCARE WORKERS (HCW) IN RESOURCE POOR SETTINGS",2015,"","unsworks.unsw.edu.au","http://unsworks.unsw.edu.au/fapi/datastream/unsworks:35554/SOURCE02?view=true","",96,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,5,"… Ebola Virus disease FDA Food and Drug Administration FFP (Respirator) Filtering face piece (Respirator) H Hemagglutinin … Powered air-purifying respirators PFE Particle filtration efficacy … XDR TB Extensively drug resistant TB UVGI Ultraviolet germicidal irradiation Page 13 …"
