Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
3,"S Rengasamy, Z Zhuang, G Niezgoda…","A comparison of total inward leakage measured using sodium chloride (NaCl) and corn oil aerosol methods for air-purifying respirators",2018,"… of occupational and …","oeh.tandfonline.com","https://oeh.tandfonline.com/doi/abs/10.1080/15459624.2018.1479064","https://scholar.google.com/scholar?cites=774616269118592248&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-05-22 20:25:07","","","","",,,,,3,1.50,1,4,2,"Page 1. A comparison of total inward leakage measured using sodium chloride (NaCl) and corn oil aerosol methods for air-purifying respirators Samy Rengasamy, Ziqing Zhuang, George Niezgoda, Gary Walbert, Robert Lawrence …"
0,"M Zare, M Faraji, M Rismanchian","Studying the Efficiency of Respiratory Masks Used By Workers in Refractory Companies for Controlling Exposure to Refractory Ceramic Fibers and Particles in a …",2018,"Health Scope","sid.ir","https://www.sid.ir/FileServer/JE/1044620180421.pdf","",49,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,3,2,"… Penetration of fiber versus spherical particles through fil- ter media and faceseal leakage of N95 filtering facepiece respi- rators with cyclic flow … Bahloul A, Mahdavi A, Haghighat F, Ostiguy C. Evaluation of N95 filtering facepiece respirator efficiency with cyclic and constant flows …"
15,"KJ Cho, T Reponen, R McKay…","Comparison of workplace protection factors for different biological contaminants",2011,"… of occupational and …","oeh.tandfonline.com","https://oeh.tandfonline.com/doi/abs/10.1080/15459624.2011.585094","https://scholar.google.com/scholar?cites=10822461454531675710&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-05-22 20:25:07","","","","",,,,,15,1.67,4,4,9,"… This study compared workplace protection factors (WPFs) for five different contaminants (endotoxin, fungal spores, (1→3)-β-D-glucan, total particle mass, and total particle number) provided by an N95 elastomeric respirator (ER) and an N95 filtering facepiece respirator (FFR) …"
1,"T Lim, S Lee, J Oh, H Kang, C Ahn, Y Song…","Endotracheal intubation using a direct laryngoscope and the protective performances of respirators: a randomized trial",2017,"BioMed Research …","hindawi.com","https://www.hindawi.com/journals/bmri/2017/7565706/abs/","https://scholar.google.com/scholar?cites=10868449405076234061&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-05-22 20:25:07","","","","",,,,,1,0.33,0,7,3,"… PD Gardner, AW Richardson, and KC Hofacre, “N95 and p100 respirator filter efficiency under high constant and cyclic flow,” Journal of … Google Scholar; G. Niezgoda, J.-H. Kim, RJ Roberge, and SM Benson, “Flat fold and cup-shaped N95 filtering facepiece respirator face seal …"
2,"MGL Ntlailane, J Wichmann","Effectiveness of N95 respirators for nanoparticle exposure control (2000–2016): a systematic review and meta-analysis",2019,"Journal of Nanoparticle Research","Springer","https://link.springer.com/article/10.1007/s11051-019-4596-0","https://scholar.google.com/scholar?cites=6486855494761743534&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-05-22 20:25:07","","","","",,,,,2,2.00,1,2,1,"… Bahloul A, Mahdavi A, Haghighat F, Ostiguy C (2014) Evaluation of N95 filtering facepiece respirator efficiency with cyclic and constant flows … JP, Gardner PD, Richardson AW, Hofacre KC (2008) N95 and P100 respirator filter efficiency under high constant and cyclic flow …"
1,"H Kang, Y Lee, S Lee, Y Song, TH Lim, J Oh, J Lee…","Protection afforded by respirators when performing endotracheal intubation using a direct laryngoscope, GlideScope®, and i-gel® device: A randomized trial",2018,"PloS one","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5909605/","https://scholar.google.com/scholar?cites=11005069641519771237&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-05-22 20:25:07","HTML","","","",,,,,1,0.50,0,8,2,"… For example, many health care organizations recommend use of an N95 filtering facepiece respirator [2–4]. The National Institute for Occupational Safety and Health also ranks the protective … N95 and P100 respirator filter efficiency under high constant and cyclic flow …"
0,"DE Medina","Penetration through the staple punctures on five N95 respirator models",2014,"","scholarcommons.usf.edu","https://scholarcommons.usf.edu/etd/5534/","",54,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,6,"… ACGIH American Conference for Governmental Industrial Hygienist APF Assigned protection factor APR Air purifying respirator DVB Polystyrene divinylbenzene FFR Filtering facepiece respirator MPPS Most penetrative particle size NIOSH National Institute for Occupational …"
0,"NC Paxton, DP Forrestal, M Desselle, M Kirrane…","N95 Respiratory Masks for COVID-19: A Review of the Literature to Inform Local Responses to Global Shortages.",2020,"","research.qut.edu.au","https://research.qut.edu.au/biofabrication/wp-content/uploads/sites/62/2020/04/N95_COVID-19_LiteratureReview_2020_Submission.pdf","",55,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,5,1,"Page 1. 1 N95 Respiratory Masks for COVID-19: A Review of the Literature to Inform Local Responses to Global Shortages. Naomi C Paxton1,2, David P Forrestal1,2, Mathilde Desselle2,3, Marianne Kirrane3,4, Simon Bugden3,4 …"
0,"RR Willis","Determining Leak Percentage at Known Leak Locations for Full-Mask Respirators Using TSI PortaCountTM and OHD QuantifitTM",2018,"","researchrepository.wvu.edu","https://researchrepository.wvu.edu/cgi/viewcontent.cgi?article=8319&context=etd","",56,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,1,2,"… It is required that an individual is fit tested before using a filtering facepiece respirator in the workplace, but if the use or the … the user does not need to be fit tested. The N95 filtering facepiece respirator is typically disposed of after one use …"
25,"KM Shakya, A Noyes, R Kallin, RE Peltier","Evaluating the efficacy of cloth facemasks in reducing particulate matter exposure",2017,"Journal of exposure science …","nature.com","https://www.nature.com/articles/jes201642","https://scholar.google.com/scholar?cites=6866835414100805306&as_sdt=2005&sciodt=0,5&hl=en",57,"2020-05-22 20:25:07","","","","",,,,,25,8.33,6,4,3,"Inexpensive cloth masks are widely used in developing countries to protect from particulate pollution albeit limited data on their efficacy exists. This study examined the efficiency of four types of masks (three types of cloth masks and one type of surgical mask) commonly worn in …"
3,"J Ramirez, P O'Shaughnessy","Filter penetration and breathing resistance evaluation of respirators and dust masks",2017,"Journal of occupational and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15459624.2016.1237027","https://scholar.google.com/scholar?cites=6437211051413611577&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-05-22 20:25:07","","","","",,,,,3,1.00,2,2,3,"… Introduction. Of the many types of particulate respirators currently on the market are those referred to by the National Institute for Occupational Safety and Health (NIOSH) as a particulate filtering facepiece respirator (FFR). [1] National …"
0,"J Davis","A Lab-based Study of N95 FFRs Against Cigarette Smoke under Varying Concentrations and Sealing Conditions",2018,"","search.proquest.com","http://search.proquest.com/openview/ec1bdb72e40c9a5595933e413477752a/1?pq-origsite=gscholar&cbl=18750&diss=y","",59,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,2,"… 2.4 Constant vs. Cyclic Flow Rates ……………6 CHAPTER … smaller sized particles or vice versa. Cyclic flow rates show a decrease in particle penetration as compared …"
2,"PT O'shaughnessy, LH Schmoll","Particle Count Statistics Applied to the Penetration of a Filter Challenged with Nanoparticles",2013,"Aerosol Science and Technology","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/02786826.2013.778954","https://scholar.google.com/scholar?cites=3466408726090363882&as_sdt=2005&sciodt=0,5&hl=en",60,"2020-05-22 20:25:07","","","","",,,,,2,0.29,1,2,7,"… This sta- tistical method was applied to penetration trials involving an N95 filtering facepiece respirator challenged with sodium chloride and four engineered nanoparticles: titanium dioxide, iron oxide, sili- con dioxide, and single-walled carbon nanotubes …"
0,"C Yoon, H Cho, D Park, PJ Tsai","Pressure Drop and Filtration Efficiency Differences between Single Type Filter and Dual Type Filter Particulate Respirators using Welding Fumes and Sodium …",2012,"보건학논집","dbpia.co.kr","http://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE06075109","",61,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,4,8,"Page 1. Yoon et al. KJPH, 49(2):59-70, 2012 * Corresponding author: Chungsik Yoon 59 Institute of Health and Environment, School of Public Health, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul 151-742, Korea …"
0,"B Wu","Ensuring Respiratory Protection through Respirator Fit Testing and Real-Time Monitoring",2018,"","rave.ohiolink.edu","http://rave.ohiolink.edu/etdc/view?acc_num=ucin1535374058309808","",62,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,2,"… The evaluation was conducted with three high-efficiency respirators: P100 filtering facepiece respirator (FFR) and elastomeric half- and full-facepiece respirators equipped with P100 filters … FF – fit factor FFR – filtering facepiece respirator FN – false negatives FP – false positives …"
0,"EL Larson, CT Liverman","Designing and Engineering Effective PPE",2011,"… of Pandemic Influenza and Other Viral …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/books/NBK209586/","",63,"2020-05-22 20:25:07","HTML","","","",,,,,0,0.00,0,2,9,"… used. Penetration increased under increasing constant- and cyclic-flow conditions … They found that filtration of monodisperse nanoparticles at the MPPS varied from 1.4 to 10 percent for the N95 filtering facepiece respirator. They …"
0,"J Zhu","Respiratory Flow Characterization of Workers in Healthcare Environment",2018,"","researchrepository.wvu.edu","https://researchrepository.wvu.edu/cgi/viewcontent.cgi?article=8330&context=etd","",64,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,1,2,"Page 1. Graduate Theses, Dissertations, and Problem Reports 2018 Respiratory Flow Characterization of Workers in Healthcare Environment Jintuo Zhu Follow this and additional works at: https://researchrepository.wvu.edu/etd …"
0,"MA WIBOWO","EFEKTIVITAS PEMAKAIAN MASKER TERHADAP PENURUNAN GEJALA FARINGITIS PADA PEKERJA TAMBANG YANG TERPAJAN GAS BELERANG DI KAWAH …",2017,"","eprints.umm.ac.id","http://eprints.umm.ac.id/41776/","",65,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,3,"… 63 Danyluk Q. & Hon C.(2011). Strengthening N95 Filtering Facepiece Respirator Protection Progams By Evaluating The Contribution Of Each Of The Progam Elements Columbia. Work Safe BC … N95 and P100 Respirator Filter Efficiency Under High Constant And Cyclic Flow …"
0,"Q Wang","Filter performance under simulated real-world conditions",2016,"","scholarscompass.vcu.edu","https://scholarscompass.vcu.edu/etd/4464/","",66,"2020-05-22 20:25:07","","","","",,,,,0,0.00,0,1,4,"… 157 Page 10. vii 8.1.2 Investigation of Respirator Performance under Cyclic Flow Condition..... 158 … and 3 belong to single-layer fibrous media. Filter media 4 and 5 are composite media. ..51 Table 4-2: Summary of tested sinusoidal cyclic flow conditions. ....50 …"
38,"CT Liverman, EL Larson","Preventing Transmission of Pandemic Influenza and Other Viral Respiratory Diseases: Personal Protective Equipment for Healthcare Personnel: Update 2010",2011,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=5hz2R0wjlYUC&oi=fnd&pg=PR1&dq=%22cyclic+flow%22++%22filtering+facepiece+respirator%22&ots=3GlPVm_Cud&sig=sKyNUgIQHdhTrRYJE5jGRd82ODs","https://scholar.google.com/scholar?cites=13551705580697270269&as_sdt=2005&sciodt=0,5&hl=en",67,"2020-05-22 20:25:07","BOOK","","","",,,,,38,4.22,19,2,9,"… for Healthcare Employees chemical, biological, radiological, and nuclear Centers for Disease Control and Prevention Code of Federal Regulations confidence interval carbon dioxide Department of Labor Food and Drug Administration filtering facepiece respirator class P2 or …"
7,"National Academies of Sciences, Engineering, and …","Reusable Elastomeric Respirators in Health Care: Considerations for routine and surge use",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=7-6UDwAAQBAJ&oi=fnd&pg=PR1&dq=%22cyclic+flow%22++%22filtering+facepiece+respirator%22&ots=MbLkEdhgxm&sig=bDvN7fJtutWlw8lSGzSdJl16Za8","https://scholar.google.com/scholar?cites=6101682721374282133&as_sdt=2005&sciodt=0,5&hl=en",68,"2020-05-22 20:25:07","BOOK","","","",,,,,7,7.00,2,4,1,"Page 1. THE NATIONAL ACADEMIES PRESS This PDF is available at http://nap.edu/25275 SHARE     DETAILS Reusable Elastomeric Respirators in Health Care: Considerations for Routine and Surge Use (2019) 226 …"
0,"刘博羽, 沈国锋, 陶澍","基于呼吸实境模拟的口罩防护效果影响因素研究",2019,"生态环境学报","jeesci.com","http://www.jeesci.com/CN/article/downloadArticleFile.do?attachType=PDF&id=1898","",69,"2020-05-22 20:25:07","PDF","","","",,,,,0,0.00,0,3,1,"… N95 and P100 respirator filter efficiency under high constant and cyclic flow [J]. Journal of Occupational and Environmental Hygiene, 6(1 … Workplace protection factors for an N95 filtering facepiece respirator [J]. Journal of Occupational and Environmental Hygiene, 4(9): 698-707 …"
